Year,Month,Group,State,Age Group,COVID-19 Deaths
2021,12,By Month,Pennsylvania,35-44,102
2021,12,By Month,Pennsylvania,45-54,287
2021,12,By Month,Pennsylvania,55-64,637
2021,12,By Month,Pennsylvania,65-74,904
2021,12,By Month,Pennsylvania,75-84,832
2021,12,By Month,Pennsylvania,85+,752
2021,12,By Month,Pennsylvania,Not stated,0
2022,1,By Month,Pennsylvania,0-24,15
2022,1,By Month,Pennsylvania,25-34,39
2022,1,By Month,Pennsylvania,35-44,97
2022,1,By Month,Pennsylvania,45-54,297
2022,1,By Month,Pennsylvania,55-64,738
2022,1,By Month,Pennsylvania,65-74,1051
2022,1,By Month,Pennsylvania,75-84,1181
2022,1,By Month,Pennsylvania,85+,1094
2022,1,By Month,Pennsylvania,Not stated,0
2022,2,By Month,Pennsylvania,0-24,0
2022,2,By Month,Pennsylvania,25-34,0
2022,2,By Month,Pennsylvania,35-44,31
2022,2,By Month,Pennsylvania,45-54,98
2022,2,By Month,Pennsylvania,55-64,246
2022,2,By Month,Pennsylvania,65-74,426
2022,2,By Month,Pennsylvania,75-84,506
2022,2,By Month,Pennsylvania,85+,581
2022,2,By Month,Pennsylvania,Not stated,0
2022,3,By Month,Pennsylvania,0-24,0
2022,3,By Month,Pennsylvania,25-34,0
2022,3,By Month,Pennsylvania,35-44,11
2022,3,By Month,Pennsylvania,45-54,21
2022,3,By Month,Pennsylvania,55-64,91
2022,3,By Month,Pennsylvania,65-74,137
2022,3,By Month,Pennsylvania,75-84,136
2022,3,By Month,Pennsylvania,85+,183
2022,3,By Month,Pennsylvania,Not stated,0
2022,4,By Month,Pennsylvania,0-24,0
2022,4,By Month,Pennsylvania,25-34,0
2022,4,By Month,Pennsylvania,35-44,0
2022,4,By Month,Pennsylvania,45-54,16
2022,4,By Month,Pennsylvania,55-64,30
2022,4,By Month,Pennsylvania,65-74,38
2022,4,By Month,Pennsylvania,75-84,91
2022,4,By Month,Pennsylvania,85+,113
2022,4,By Month,Pennsylvania,Not stated,0
2022,5,By Month,Pennsylvania,0-24,0
2022,5,By Month,Pennsylvania,25-34,0
2022,5,By Month,Pennsylvania,35-44,0
2022,5,By Month,Pennsylvania,45-54,17
2022,5,By Month,Pennsylvania,55-64,46
2022,5,By Month,Pennsylvania,65-74,78
2022,5,By Month,Pennsylvania,75-84,130
2022,5,By Month,Pennsylvania,85+,182
2022,5,By Month,Pennsylvania,Not stated,0
2022,6,By Month,Pennsylvania,0-24,0
2022,6,By Month,Pennsylvania,25-34,0
2022,6,By Month,Pennsylvania,35-44,0
2022,6,By Month,Pennsylvania,45-54,12
2022,6,By Month,Pennsylvania,55-64,38
2022,6,By Month,Pennsylvania,65-74,88
2022,6,By Month,Pennsylvania,75-84,141
2022,6,By Month,Pennsylvania,85+,200
2022,6,By Month,Pennsylvania,Not stated,0
2022,7,By Month,Pennsylvania,0-24,0
2022,7,By Month,Pennsylvania,25-34,0
2022,7,By Month,Pennsylvania,35-44,0
2022,7,By Month,Pennsylvania,45-54,14
2022,7,By Month,Pennsylvania,55-64,45
2022,7,By Month,Pennsylvania,65-74,75
2022,7,By Month,Pennsylvania,75-84,127
2022,7,By Month,Pennsylvania,85+,181
2022,7,By Month,Pennsylvania,Not stated,0
2022,8,By Month,Pennsylvania,0-24,0
2022,8,By Month,Pennsylvania,25-34,0
2022,8,By Month,Pennsylvania,35-44,0
2022,8,By Month,Pennsylvania,45-54,0
2022,8,By Month,Pennsylvania,55-64,53
2022,8,By Month,Pennsylvania,65-74,84
2022,8,By Month,Pennsylvania,75-84,146
2022,8,By Month,Pennsylvania,85+,247
2022,8,By Month,Pennsylvania,Not stated,0
2022,9,By Month,Pennsylvania,0-24,0
2022,9,By Month,Pennsylvania,25-34,0
2022,9,By Month,Pennsylvania,35-44,0
2022,9,By Month,Pennsylvania,45-54,18
2022,9,By Month,Pennsylvania,55-64,29
2022,9,By Month,Pennsylvania,65-74,99
2022,9,By Month,Pennsylvania,75-84,163
2022,9,By Month,Pennsylvania,85+,205
2022,9,By Month,Pennsylvania,Not stated,0
2022,10,By Month,Pennsylvania,0-24,0
2022,10,By Month,Pennsylvania,25-34,0
2022,10,By Month,Pennsylvania,35-44,0
2022,10,By Month,Pennsylvania,45-54,0
2022,10,By Month,Pennsylvania,55-64,57
2022,10,By Month,Pennsylvania,65-74,75
2022,10,By Month,Pennsylvania,75-84,170
2022,10,By Month,Pennsylvania,85+,277
2022,10,By Month,Pennsylvania,Not stated,0
2022,11,By Month,Pennsylvania,0-24,0
2022,11,By Month,Pennsylvania,25-34,0
2022,11,By Month,Pennsylvania,35-44,0
2022,11,By Month,Pennsylvania,45-54,13
2022,11,By Month,Pennsylvania,55-64,55
2022,11,By Month,Pennsylvania,65-74,97
2022,11,By Month,Pennsylvania,75-84,177
2022,11,By Month,Pennsylvania,85+,259
2022,11,By Month,Pennsylvania,Not stated,0
2022,12,By Month,Pennsylvania,0-24,0
2022,12,By Month,Pennsylvania,25-34,0
2022,12,By Month,Pennsylvania,35-44,10
2022,12,By Month,Pennsylvania,45-54,17
2022,12,By Month,Pennsylvania,55-64,59
2022,12,By Month,Pennsylvania,65-74,105
2022,12,By Month,Pennsylvania,75-84,161
2022,12,By Month,Pennsylvania,85+,280
2022,12,By Month,Pennsylvania,Not stated,0
2023,1,By Month,Pennsylvania,0-24,0
2023,1,By Month,Pennsylvania,25-34,0
2023,1,By Month,Pennsylvania,35-44,0
2023,1,By Month,Pennsylvania,45-54,15
2023,1,By Month,Pennsylvania,55-64,58
2023,1,By Month,Pennsylvania,65-74,112
2023,1,By Month,Pennsylvania,75-84,228
2023,1,By Month,Pennsylvania,85+,328
2023,1,By Month,Pennsylvania,Not stated,0
2023,2,By Month,Pennsylvania,0-24,0
2023,2,By Month,Pennsylvania,25-34,0
2023,2,By Month,Pennsylvania,35-44,0
2023,2,By Month,Pennsylvania,45-54,0
2023,2,By Month,Pennsylvania,55-64,33
2023,2,By Month,Pennsylvania,65-74,69
2023,2,By Month,Pennsylvania,75-84,150
2023,2,By Month,Pennsylvania,85+,214
2023,2,By Month,Pennsylvania,Not stated,0
2023,3,By Month,Pennsylvania,0-24,0
2023,3,By Month,Pennsylvania,25-34,0
2023,3,By Month,Pennsylvania,35-44,0
2023,3,By Month,Pennsylvania,45-54,0
2023,3,By Month,Pennsylvania,55-64,25
2023,3,By Month,Pennsylvania,65-74,67
2023,3,By Month,Pennsylvania,75-84,140
2023,3,By Month,Pennsylvania,85+,170
2023,3,By Month,Pennsylvania,Not stated,0
2023,4,By Month,Pennsylvania,0-24,0
2023,4,By Month,Pennsylvania,25-34,0
2023,4,By Month,Pennsylvania,35-44,0
2023,4,By Month,Pennsylvania,45-54,0
2023,4,By Month,Pennsylvania,55-64,13
2023,4,By Month,Pennsylvania,65-74,41
2023,4,By Month,Pennsylvania,75-84,73
2023,4,By Month,Pennsylvania,85+,91
2023,4,By Month,Pennsylvania,Not stated,0
2023,5,By Month,Pennsylvania,0-24,0
2023,5,By Month,Pennsylvania,25-34,0
2023,5,By Month,Pennsylvania,35-44,0
2023,5,By Month,Pennsylvania,45-54,0
2023,5,By Month,Pennsylvania,55-64,0
2023,5,By Month,Pennsylvania,65-74,19
2023,5,By Month,Pennsylvania,75-84,45
2023,5,By Month,Pennsylvania,85+,54
2023,5,By Month,Pennsylvania,Not stated,0
2023,6,By Month,Pennsylvania,0-24,0
2023,6,By Month,Pennsylvania,25-34,0
2023,6,By Month,Pennsylvania,35-44,0
2023,6,By Month,Pennsylvania,45-54,0
2023,6,By Month,Pennsylvania,55-64,0
2023,6,By Month,Pennsylvania,65-74,17
2023,6,By Month,Pennsylvania,75-84,40
2023,6,By Month,Pennsylvania,85+,38
2023,6,By Month,Pennsylvania,Not stated,0
2023,7,By Month,Pennsylvania,0-24,0
2023,7,By Month,Pennsylvania,25-34,0
2023,7,By Month,Pennsylvania,35-44,0
2023,7,By Month,Pennsylvania,45-54,0
2023,7,By Month,Pennsylvania,55-64,0
2023,7,By Month,Pennsylvania,65-74,14
2023,7,By Month,Pennsylvania,75-84,19
2023,7,By Month,Pennsylvania,85+,37
2023,7,By Month,Pennsylvania,Not stated,0
2023,8,By Month,Pennsylvania,0-24,0
2023,8,By Month,Pennsylvania,25-34,0
2023,8,By Month,Pennsylvania,35-44,0
2023,8,By Month,Pennsylvania,45-54,0
2023,8,By Month,Pennsylvania,55-64,12
2023,8,By Month,Pennsylvania,65-74,19
2023,8,By Month,Pennsylvania,75-84,31
2023,8,By Month,Pennsylvania,85+,66
2023,8,By Month,Pennsylvania,Not stated,0
2023,9,By Month,Pennsylvania,0-24,0
2023,9,By Month,Pennsylvania,25-34,0
2023,9,By Month,Pennsylvania,35-44,0
2023,9,By Month,Pennsylvania,45-54,0
2023,9,By Month,Pennsylvania,55-64,0
2023,9,By Month,Pennsylvania,65-74,11
2023,9,By Month,Pennsylvania,75-84,45
2023,9,By Month,Pennsylvania,85+,59
2023,9,By Month,Pennsylvania,Not stated,0
2020,1,By Month,Rhode Island,0-24,0
2020,1,By Month,Rhode Island,25-34,0
2020,1,By Month,Rhode Island,35-44,0
2020,1,By Month,Rhode Island,45-54,0
2020,1,By Month,Rhode Island,55-64,0
2020,1,By Month,Rhode Island,65-74,0
2020,1,By Month,Rhode Island,75-84,0
2020,1,By Month,Rhode Island,85+,0
2020,1,By Month,Rhode Island,Not stated,0
2020,2,By Month,Rhode Island,0-24,0
2020,2,By Month,Rhode Island,25-34,0
2020,2,By Month,Rhode Island,35-44,0
2020,2,By Month,Rhode Island,45-54,0
2020,2,By Month,Rhode Island,55-64,0
2020,2,By Month,Rhode Island,65-74,0
2020,2,By Month,Rhode Island,75-84,0
2020,2,By Month,Rhode Island,85+,0
2020,2,By Month,Rhode Island,Not stated,0
2020,3,By Month,Rhode Island,0-24,0
2020,3,By Month,Rhode Island,25-34,0
2020,3,By Month,Rhode Island,35-44,0
2020,3,By Month,Rhode Island,45-54,0
2020,3,By Month,Rhode Island,55-64,0
2020,3,By Month,Rhode Island,65-74,0
2020,3,By Month,Rhode Island,75-84,0
2020,3,By Month,Rhode Island,85+,0
2020,3,By Month,Rhode Island,Not stated,0
2020,4,By Month,Rhode Island,0-24,0
2020,4,By Month,Rhode Island,25-34,0
2020,4,By Month,Rhode Island,35-44,0
2020,4,By Month,Rhode Island,45-54,0
2020,4,By Month,Rhode Island,55-64,32
2020,4,By Month,Rhode Island,65-74,69
2020,4,By Month,Rhode Island,75-84,90
2020,4,By Month,Rhode Island,85+,153
2020,4,By Month,Rhode Island,Not stated,0
2020,5,By Month,Rhode Island,0-24,0
2020,5,By Month,Rhode Island,25-34,0
2020,5,By Month,Rhode Island,35-44,0
2020,5,By Month,Rhode Island,45-54,10
2020,5,By Month,Rhode Island,55-64,28
2020,5,By Month,Rhode Island,65-74,74
2020,5,By Month,Rhode Island,75-84,131
2020,5,By Month,Rhode Island,85+,221
2020,5,By Month,Rhode Island,Not stated,0
2020,6,By Month,Rhode Island,0-24,0
2020,6,By Month,Rhode Island,25-34,0
2020,6,By Month,Rhode Island,35-44,0
2020,6,By Month,Rhode Island,45-54,0
2020,6,By Month,Rhode Island,55-64,10
2020,6,By Month,Rhode Island,65-74,30
2020,6,By Month,Rhode Island,75-84,31
2020,6,By Month,Rhode Island,85+,73
2020,6,By Month,Rhode Island,Not stated,0
2020,7,By Month,Rhode Island,0-24,0
2020,7,By Month,Rhode Island,25-34,0
2020,7,By Month,Rhode Island,35-44,0
2020,7,By Month,Rhode Island,45-54,0
2020,7,By Month,Rhode Island,55-64,0
2020,7,By Month,Rhode Island,65-74,11
2020,7,By Month,Rhode Island,75-84,0
2020,7,By Month,Rhode Island,85+,14
2020,7,By Month,Rhode Island,Not stated,0
2020,8,By Month,Rhode Island,0-24,0
2020,8,By Month,Rhode Island,25-34,0
2020,8,By Month,Rhode Island,35-44,0
2020,8,By Month,Rhode Island,45-54,0
2020,8,By Month,Rhode Island,55-64,0
2020,8,By Month,Rhode Island,65-74,0
2020,8,By Month,Rhode Island,75-84,12
2020,8,By Month,Rhode Island,85+,17
2020,8,By Month,Rhode Island,Not stated,0
2020,9,By Month,Rhode Island,0-24,0
2020,9,By Month,Rhode Island,25-34,0
2020,9,By Month,Rhode Island,35-44,0
2020,9,By Month,Rhode Island,45-54,0
2020,9,By Month,Rhode Island,55-64,0
2020,9,By Month,Rhode Island,65-74,0
2020,9,By Month,Rhode Island,75-84,13
2020,9,By Month,Rhode Island,85+,22
2020,9,By Month,Rhode Island,Not stated,0
2020,10,By Month,Rhode Island,0-24,0
2020,10,By Month,Rhode Island,25-34,0
2020,10,By Month,Rhode Island,35-44,0
2020,10,By Month,Rhode Island,45-54,0
2020,10,By Month,Rhode Island,55-64,0
2020,10,By Month,Rhode Island,65-74,15
2020,10,By Month,Rhode Island,75-84,24
2020,10,By Month,Rhode Island,85+,48
2020,10,By Month,Rhode Island,Not stated,0
2020,11,By Month,Rhode Island,0-24,0
2020,11,By Month,Rhode Island,25-34,0
2020,11,By Month,Rhode Island,35-44,0
2020,11,By Month,Rhode Island,45-54,0
2020,11,By Month,Rhode Island,55-64,13
2020,11,By Month,Rhode Island,65-74,32
2020,11,By Month,Rhode Island,75-84,55
2020,11,By Month,Rhode Island,85+,97
2020,11,By Month,Rhode Island,Not stated,0
2020,12,By Month,Rhode Island,0-24,0
2020,12,By Month,Rhode Island,25-34,0
2020,12,By Month,Rhode Island,35-44,0
2020,12,By Month,Rhode Island,45-54,13
2020,12,By Month,Rhode Island,55-64,33
2020,12,By Month,Rhode Island,65-74,94
2020,12,By Month,Rhode Island,75-84,129
2020,12,By Month,Rhode Island,85+,239
2020,12,By Month,Rhode Island,Not stated,0
2021,1,By Month,Rhode Island,0-24,0
2021,1,By Month,Rhode Island,25-34,0
2021,1,By Month,Rhode Island,35-44,0
2021,1,By Month,Rhode Island,45-54,10
2021,1,By Month,Rhode Island,55-64,37
2021,1,By Month,Rhode Island,65-74,78
2021,1,By Month,Rhode Island,75-84,103
2021,1,By Month,Rhode Island,85+,192
2021,1,By Month,Rhode Island,Not stated,0
2021,2,By Month,Rhode Island,0-24,0
2021,2,By Month,Rhode Island,25-34,0
2021,2,By Month,Rhode Island,35-44,0
2021,2,By Month,Rhode Island,45-54,0
2021,2,By Month,Rhode Island,55-64,18
2021,2,By Month,Rhode Island,65-74,37
2021,2,By Month,Rhode Island,75-84,44
2021,2,By Month,Rhode Island,85+,83
2021,2,By Month,Rhode Island,Not stated,0
2021,3,By Month,Rhode Island,0-24,0
2021,3,By Month,Rhode Island,25-34,0
2021,3,By Month,Rhode Island,35-44,0
2021,3,By Month,Rhode Island,45-54,0
2021,3,By Month,Rhode Island,55-64,11
2021,3,By Month,Rhode Island,65-74,23
2021,3,By Month,Rhode Island,75-84,22
2021,3,By Month,Rhode Island,85+,24
2021,3,By Month,Rhode Island,Not stated,0
2021,4,By Month,Rhode Island,0-24,0
2021,4,By Month,Rhode Island,25-34,0
2021,4,By Month,Rhode Island,35-44,0
2021,4,By Month,Rhode Island,45-54,0
2021,4,By Month,Rhode Island,55-64,12
2021,4,By Month,Rhode Island,65-74,10
2021,4,By Month,Rhode Island,75-84,12
2021,4,By Month,Rhode Island,85+,14
2021,4,By Month,Rhode Island,Not stated,0
2021,5,By Month,Rhode Island,0-24,0
2021,5,By Month,Rhode Island,25-34,0
2021,5,By Month,Rhode Island,35-44,0
2021,5,By Month,Rhode Island,45-54,0
2021,5,By Month,Rhode Island,55-64,12
2021,5,By Month,Rhode Island,65-74,0
2021,5,By Month,Rhode Island,75-84,0
2021,5,By Month,Rhode Island,85+,0
2021,5,By Month,Rhode Island,Not stated,0
2021,6,By Month,Rhode Island,0-24,0
2021,6,By Month,Rhode Island,25-34,0
2021,6,By Month,Rhode Island,35-44,0
2021,6,By Month,Rhode Island,45-54,0
2021,6,By Month,Rhode Island,55-64,0
2021,6,By Month,Rhode Island,65-74,0
2021,6,By Month,Rhode Island,75-84,0
2021,6,By Month,Rhode Island,85+,0
2021,6,By Month,Rhode Island,Not stated,0
2021,7,By Month,Rhode Island,0-24,0
2021,7,By Month,Rhode Island,25-34,0
2021,7,By Month,Rhode Island,35-44,0
2021,7,By Month,Rhode Island,45-54,0
2021,7,By Month,Rhode Island,55-64,0
2021,7,By Month,Rhode Island,65-74,0
2021,7,By Month,Rhode Island,75-84,0
2021,7,By Month,Rhode Island,85+,0
2021,7,By Month,Rhode Island,Not stated,0
2021,8,By Month,Rhode Island,0-24,0
2021,8,By Month,Rhode Island,25-34,0
2021,8,By Month,Rhode Island,35-44,0
2021,8,By Month,Rhode Island,45-54,0
2021,8,By Month,Rhode Island,55-64,0
2021,8,By Month,Rhode Island,65-74,11
2021,8,By Month,Rhode Island,75-84,0
2021,8,By Month,Rhode Island,85+,13
2021,8,By Month,Rhode Island,Not stated,0
2021,9,By Month,Rhode Island,0-24,0
2021,9,By Month,Rhode Island,25-34,0
2021,9,By Month,Rhode Island,35-44,0
2021,9,By Month,Rhode Island,45-54,0
2021,9,By Month,Rhode Island,55-64,11
2021,9,By Month,Rhode Island,65-74,17
2021,9,By Month,Rhode Island,75-84,18
2021,9,By Month,Rhode Island,85+,15
2021,9,By Month,Rhode Island,Not stated,0
2021,10,By Month,Rhode Island,0-24,0
2021,10,By Month,Rhode Island,25-34,0
2021,10,By Month,Rhode Island,35-44,0
2021,10,By Month,Rhode Island,45-54,0
2021,10,By Month,Rhode Island,55-64,0
2021,10,By Month,Rhode Island,65-74,0
2021,10,By Month,Rhode Island,75-84,10
2021,10,By Month,Rhode Island,85+,18
2021,10,By Month,Rhode Island,Not stated,0
2021,11,By Month,Rhode Island,0-24,0
2021,11,By Month,Rhode Island,25-34,0
2021,11,By Month,Rhode Island,35-44,0
2021,11,By Month,Rhode Island,45-54,0
2021,11,By Month,Rhode Island,55-64,0
2021,11,By Month,Rhode Island,65-74,19
2021,11,By Month,Rhode Island,75-84,18
2021,11,By Month,Rhode Island,85+,20
2021,11,By Month,Rhode Island,Not stated,0
2021,12,By Month,Rhode Island,0-24,0
2021,12,By Month,Rhode Island,25-34,0
2021,12,By Month,Rhode Island,35-44,0
2021,12,By Month,Rhode Island,45-54,17
2021,12,By Month,Rhode Island,55-64,23
2021,12,By Month,Rhode Island,65-74,53
2021,12,By Month,Rhode Island,75-84,44
2021,12,By Month,Rhode Island,85+,37
2021,12,By Month,Rhode Island,Not stated,0
2022,1,By Month,Rhode Island,0-24,0
2022,1,By Month,Rhode Island,25-34,0
2022,1,By Month,Rhode Island,35-44,0
2022,1,By Month,Rhode Island,45-54,21
2022,1,By Month,Rhode Island,55-64,48
2022,1,By Month,Rhode Island,65-74,64
2022,1,By Month,Rhode Island,75-84,75
2022,1,By Month,Rhode Island,85+,86
2022,1,By Month,Rhode Island,Not stated,0
2022,2,By Month,Rhode Island,0-24,0
2022,2,By Month,Rhode Island,25-34,0
2022,2,By Month,Rhode Island,35-44,0
2022,2,By Month,Rhode Island,45-54,0
2022,2,By Month,Rhode Island,55-64,16
2022,2,By Month,Rhode Island,65-74,26
2022,2,By Month,Rhode Island,75-84,30
2022,2,By Month,Rhode Island,85+,43
2022,2,By Month,Rhode Island,Not stated,0
2022,3,By Month,Rhode Island,0-24,0
2022,3,By Month,Rhode Island,25-34,0
2022,3,By Month,Rhode Island,35-44,0
2022,3,By Month,Rhode Island,45-54,0
2022,3,By Month,Rhode Island,55-64,0
2022,3,By Month,Rhode Island,65-74,0
2022,3,By Month,Rhode Island,75-84,0
2022,3,By Month,Rhode Island,85+,0
2022,3,By Month,Rhode Island,Not stated,0
2022,4,By Month,Rhode Island,0-24,0
2022,4,By Month,Rhode Island,25-34,0
2022,4,By Month,Rhode Island,35-44,0
2022,4,By Month,Rhode Island,45-54,0
2022,4,By Month,Rhode Island,55-64,0
2022,4,By Month,Rhode Island,65-74,0
2022,4,By Month,Rhode Island,75-84,0
2022,4,By Month,Rhode Island,85+,15
2022,4,By Month,Rhode Island,Not stated,0
2022,5,By Month,Rhode Island,0-24,0
2022,5,By Month,Rhode Island,25-34,0
2022,5,By Month,Rhode Island,35-44,0
2022,5,By Month,Rhode Island,45-54,0
2022,5,By Month,Rhode Island,55-64,0
2022,5,By Month,Rhode Island,65-74,0
2022,5,By Month,Rhode Island,75-84,10
2022,5,By Month,Rhode Island,85+,24
2022,5,By Month,Rhode Island,Not stated,0
2022,6,By Month,Rhode Island,0-24,0
2022,6,By Month,Rhode Island,25-34,0
2022,6,By Month,Rhode Island,35-44,0
2022,6,By Month,Rhode Island,45-54,0
2022,6,By Month,Rhode Island,55-64,0
2022,6,By Month,Rhode Island,65-74,0
2022,6,By Month,Rhode Island,75-84,12
2022,6,By Month,Rhode Island,85+,19
2022,6,By Month,Rhode Island,Not stated,0
2022,7,By Month,Rhode Island,0-24,0
2022,7,By Month,Rhode Island,25-34,0
2022,7,By Month,Rhode Island,35-44,0
2022,7,By Month,Rhode Island,45-54,0
2022,7,By Month,Rhode Island,55-64,0
2022,7,By Month,Rhode Island,65-74,0
2022,7,By Month,Rhode Island,75-84,0
2022,7,By Month,Rhode Island,85+,0
2022,7,By Month,Rhode Island,Not stated,0
2022,8,By Month,Rhode Island,0-24,0
2022,8,By Month,Rhode Island,25-34,0
2022,8,By Month,Rhode Island,35-44,0
2022,8,By Month,Rhode Island,45-54,0
2022,8,By Month,Rhode Island,55-64,0
2022,8,By Month,Rhode Island,65-74,0
2022,8,By Month,Rhode Island,75-84,10
2022,8,By Month,Rhode Island,85+,14
2022,8,By Month,Rhode Island,Not stated,0
2022,9,By Month,Rhode Island,0-24,0
2022,9,By Month,Rhode Island,25-34,0
2022,9,By Month,Rhode Island,35-44,0
2022,9,By Month,Rhode Island,45-54,0
2022,9,By Month,Rhode Island,55-64,0
2022,9,By Month,Rhode Island,65-74,0
2022,9,By Month,Rhode Island,75-84,0
2022,9,By Month,Rhode Island,85+,13
2022,9,By Month,Rhode Island,Not stated,0
2022,10,By Month,Rhode Island,0-24,0
2022,10,By Month,Rhode Island,25-34,0
2022,10,By Month,Rhode Island,35-44,0
2022,10,By Month,Rhode Island,45-54,0
2022,10,By Month,Rhode Island,55-64,0
2022,10,By Month,Rhode Island,65-74,0
2022,10,By Month,Rhode Island,75-84,0
2022,10,By Month,Rhode Island,85+,21
2022,10,By Month,Rhode Island,Not stated,0
2022,11,By Month,Rhode Island,0-24,0
2022,11,By Month,Rhode Island,25-34,0
2022,11,By Month,Rhode Island,35-44,0
2022,11,By Month,Rhode Island,45-54,0
2022,11,By Month,Rhode Island,55-64,0
2022,11,By Month,Rhode Island,65-74,0
2022,11,By Month,Rhode Island,75-84,12
2022,11,By Month,Rhode Island,85+,18
2022,11,By Month,Rhode Island,Not stated,0
2022,12,By Month,Rhode Island,0-24,0
2022,12,By Month,Rhode Island,25-34,0
2022,12,By Month,Rhode Island,35-44,0
2022,12,By Month,Rhode Island,45-54,0
2022,12,By Month,Rhode Island,55-64,0
2022,12,By Month,Rhode Island,65-74,11
2022,12,By Month,Rhode Island,75-84,11
2022,12,By Month,Rhode Island,85+,27
2022,12,By Month,Rhode Island,Not stated,0
2023,1,By Month,Rhode Island,0-24,0
2023,1,By Month,Rhode Island,25-34,0
2023,1,By Month,Rhode Island,35-44,0
2023,1,By Month,Rhode Island,45-54,0
2023,1,By Month,Rhode Island,55-64,0
2023,1,By Month,Rhode Island,65-74,0
2023,1,By Month,Rhode Island,75-84,0
2023,1,By Month,Rhode Island,85+,33
2023,1,By Month,Rhode Island,Not stated,0
2023,2,By Month,Rhode Island,0-24,0
2023,2,By Month,Rhode Island,25-34,0
2023,2,By Month,Rhode Island,35-44,0
2023,2,By Month,Rhode Island,45-54,0
2023,2,By Month,Rhode Island,55-64,0
2023,2,By Month,Rhode Island,65-74,0
2023,2,By Month,Rhode Island,75-84,0
2023,2,By Month,Rhode Island,85+,13
2023,2,By Month,Rhode Island,Not stated,0
2023,3,By Month,Rhode Island,0-24,0
2023,3,By Month,Rhode Island,25-34,0
2023,3,By Month,Rhode Island,35-44,0
2023,3,By Month,Rhode Island,45-54,0
2023,3,By Month,Rhode Island,55-64,0
2023,3,By Month,Rhode Island,65-74,0
2023,3,By Month,Rhode Island,75-84,0
2023,3,By Month,Rhode Island,85+,0
2023,3,By Month,Rhode Island,Not stated,0
2023,4,By Month,Rhode Island,0-24,0
2023,4,By Month,Rhode Island,25-34,0
2023,4,By Month,Rhode Island,35-44,0
2023,4,By Month,Rhode Island,45-54,0
2023,4,By Month,Rhode Island,55-64,0
2023,4,By Month,Rhode Island,65-74,0
2023,4,By Month,Rhode Island,75-84,0
2023,4,By Month,Rhode Island,85+,0
2023,4,By Month,Rhode Island,Not stated,0
2023,5,By Month,Rhode Island,0-24,0
2023,5,By Month,Rhode Island,25-34,0
2023,5,By Month,Rhode Island,35-44,0
2023,5,By Month,Rhode Island,45-54,0
2023,5,By Month,Rhode Island,55-64,0
2023,5,By Month,Rhode Island,65-74,0
2023,5,By Month,Rhode Island,75-84,0
2023,5,By Month,Rhode Island,85+,0
2023,5,By Month,Rhode Island,Not stated,0
2023,6,By Month,Rhode Island,0-24,0
2023,6,By Month,Rhode Island,25-34,0
2023,6,By Month,Rhode Island,35-44,0
2023,6,By Month,Rhode Island,45-54,0
2023,6,By Month,Rhode Island,55-64,0
2023,6,By Month,Rhode Island,65-74,0
2023,6,By Month,Rhode Island,75-84,0
2023,6,By Month,Rhode Island,85+,0
2023,6,By Month,Rhode Island,Not stated,0
2023,7,By Month,Rhode Island,0-24,0
2023,7,By Month,Rhode Island,25-34,0
2023,7,By Month,Rhode Island,35-44,0
2023,7,By Month,Rhode Island,45-54,0
2023,7,By Month,Rhode Island,55-64,0
2023,7,By Month,Rhode Island,65-74,0
2023,7,By Month,Rhode Island,75-84,0
2023,7,By Month,Rhode Island,85+,0
2023,7,By Month,Rhode Island,Not stated,0
2023,8,By Month,Rhode Island,0-24,0
2023,8,By Month,Rhode Island,25-34,0
2023,8,By Month,Rhode Island,35-44,0
2023,8,By Month,Rhode Island,45-54,0
2023,8,By Month,Rhode Island,55-64,0
2023,8,By Month,Rhode Island,65-74,0
2023,8,By Month,Rhode Island,75-84,0
2023,8,By Month,Rhode Island,85+,0
2023,8,By Month,Rhode Island,Not stated,0
2023,9,By Month,Rhode Island,0-24,0
2023,9,By Month,Rhode Island,25-34,0
2023,9,By Month,Rhode Island,35-44,0
2023,9,By Month,Rhode Island,45-54,0
2023,9,By Month,Rhode Island,55-64,0
2023,9,By Month,Rhode Island,65-74,0
2023,9,By Month,Rhode Island,75-84,0
2023,9,By Month,Rhode Island,85+,0
2023,9,By Month,Rhode Island,Not stated,0
2020,1,By Month,South Carolina,0-24,0
2020,1,By Month,South Carolina,25-34,0
2020,1,By Month,South Carolina,35-44,0
2020,1,By Month,South Carolina,45-54,0
2020,1,By Month,South Carolina,55-64,0
2020,1,By Month,South Carolina,65-74,0
2020,1,By Month,South Carolina,75-84,0
2020,1,By Month,South Carolina,85+,0
2020,1,By Month,South Carolina,Not stated,0
2020,2,By Month,South Carolina,0-24,0
2020,2,By Month,South Carolina,25-34,0
2020,2,By Month,South Carolina,35-44,0
2020,2,By Month,South Carolina,45-54,0
2020,2,By Month,South Carolina,55-64,0
2020,2,By Month,South Carolina,65-74,0
2020,2,By Month,South Carolina,75-84,0
2020,2,By Month,South Carolina,85+,0
2020,2,By Month,South Carolina,Not stated,0
2020,3,By Month,South Carolina,0-24,0
2020,3,By Month,South Carolina,25-34,0
2020,3,By Month,South Carolina,35-44,0
2020,3,By Month,South Carolina,45-54,0
2020,3,By Month,South Carolina,55-64,0
2020,3,By Month,South Carolina,65-74,13
2020,3,By Month,South Carolina,75-84,11
2020,3,By Month,South Carolina,85+,0
